CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Washington,Planned Parenthood HQ,DC,US,2018-01-18,more than 200,200,,200,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,https://cruxnow.com/church-in-the-usa/2018/01/19/planned-parenthood-protest-puts-focus-abortions-real-life-consequences/,,,,,,,
Washington,Basilica of the National Shrine of the Immaculate Conception,DC,US,2018-01-18,more than 10000,10000,,10000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,0,1,http://licatholic.org/pro-life-vigil-is-prayerful-preparation-for-march-for-life/,,,,,,,
Albuquerque,Civic Plaza,NM,US,2018-01-19,more than 5000,5000,,5000,,,New Mexico DREAM Team,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,http://krqe.com/2018/01/19/local-immigrants-rally-at-civic-plaza-to-urge-congress-to-deliver-dream-act/,,,,,,,
Athens,City Hall,GA,US,2018-01-19,more than 100 ,100,,100,,,general protestors,Protesting ICE,1,,protest,0,0,0,0,1,1,https://www.redandblack.com/athensnews/athens-organizations-come-together-to-protest-ice/article_e3cfcc2c-fda8-11e7-993d-6b21d62417b7.html,,,,,,,
Atlanta,Georgia State Capitol,GA,US,2018-01-19,,,,,,,Georgia Right to Life,Protesting abortion,2,,March,0,0,0,0,1,1,https://www.facebook.com/GeorgiaMarchForLife/,,,,,,,
Boise,Statehouse,ID,US,2018-01-19,,,,,,,general protestors,Rallying behind bill that would make birth control more accessible,1,,rally,0,0,0,0,1,1,https://www.kivitv.com/news/lawmakers-to-introduce-12-months-of-birth-control-legislation,,,,,,,
Casper,,WY,US,2018-01-19,,,,,,,general protestors,Protesting abortion,2,,rally,0,0,0,0,1,1,http://www.jhnewsandguide.com/news/features/women-march-to-move-forward/article_7487f260-4308-5aaf-8ecc-bdb02f1522af.html,,,,,,,
Davenport,Intersection of 2nd and Maine streets,IL,US,2018-01-19,about 20,20,,20,,,general protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,http://qctimes.com/news/local/davenport-protesters-call-for-clean-daca-bill-children-s-insurance/article_6dc5acc5-c38e-5186-8396-597656ae2965.html,,,,,,,
East Rochester,Saint Jerome Church to Town Hall,NY,US,2018-01-19,,,,,,,Students at St. John Bosco School and Chesterton Academy,Protesting abortion,2,,march,0,0,0,0,1,1,http://www.whec.com/news/right-to-life-walks/4751227/?cat=565,,,,,,,
Eugene,South Eugene High School,OR,US,2018-01-19,a couple hundred,200,,200,,,Students,Protestong school's handling of sexual assault allegations,0,,protest,0,0,0,0,1,1,http://kval.com/news/schools/students-walk-out-of-south-eugene-high-to-protest-how-school-handles-sexual-assault-cases,,,,,,,
Fairfax,EagleBank Arena,VA,US,2018-01-19,more than 5300,5300,,5300,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,https://www.catholicherald.com/News/Local_News/Morning_rally_and_Mass_prepares_youths_to_March_for_Life/,,,,,,,
Fort Lauderdale,Fort Lauderdale US Federal Building,FL,US,2018-01-19,,,,,,,Broward County Right to Life,Protesting abortion,2,,Rally,,,,,1,1,http://prolifeeventsfinder.com/event_listing.php?Event_ID=5437,,,,,,,
Helena,Montana State Capitol Building,MT,US,2018-01-19,more than 100,100,,100,,,general protestors,Protesting abortion,2,,March,0,0,0,0,1,1,https://www.facebook.com/events/180299209378687/,http://billingsgazette.com/news/state-and-regional/march-for-life-anti-abortion-rally-draws--plus-demonstrators/article_7fd1bdc9-3a04-50ed-bf9b-96f95d170263.html,,,,,,
Honolulu,Hawaii State Capitol,HA,US,2018-01-19,,,,,,,Hawaii Right to Life,Protesting abortion,2,,March,,,,,1,1,http://www.hrtl.org/,,,,,,,
Kilgore,Kilgore Junior College,TX,US,2018-01-19,,,,,,,Right to Life of East Texas,Protesting abortion,2,,Rally,,,,,1,1,http://www.righttolifeofeasttexas.org/lifelines.pdf,,,,,,,
Las Vegas,Lloyd D. George Federal District Courthouse,NV,US,2018-01-19,,,,,,,Crossroads Pregnancy Center,Protesting abortion,2,,March,,,,,1,1,http://crossroadspregnancycenters.com/events/,,,,,,,
Louisville,Cathedral of the Assumption,KY,US,2018-01-19,,,,,,,Archdiocese of Louisville Youth Ministry,Protesting abortion,2,,March,0,0,0,0,1,1,https://www.facebook.com/events/1991844061068203/,,,,,,,
Lufkin,Chambers Park,TX,US,2018-01-19,FB: 35,35,,35,,,general protestors,"Protesting GOP tax bill, rallying to turn TX blue",1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1954832154776471/?notif_t=plan_user_invited&notif_id=1514943863365102,,,,,,,
Madison,State Capitol,WI,US,2018-01-19,nearly 100,100,,100,,,general protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,https://badgerherald.com/news/2018/01/19/undocumented-immigrants-protesters-hold-rally-to-demand-lawmakers-pass-dream-act/,,,,,,,
Mio,Saint Mary / Our Lady of the Woods Shrine,MI,US,2018-01-19,,,,,,,Diocese of Gaylord,Protesting abortion,2,,March,,,,,1,1,http://prolifeeventsfinder.com/event_listing.php?Event_ID=5464,,,,,,,
Mobile,Cathedral Square Downtown,AL,US,2018-01-19,FB: 79,79,,79,,,March for Life Mobile,Protesting abortion,2,,March,0,0,0,0,1,1,https://www.facebook.com/marchforlifemobile/,,,,,,,
Monroe County,Rochester University Campus,NY,US,2018-01-19,,,,,,,Students,Rally for change regarding sexual misconduct,0,,Rally,0,0,0,0,1,1,http://www.whec.com/news/university-rochester-student-protest/4751228/?cat=565,,,,,,,
New York,Trump Tower,NY,US,2018-01-19,hundreds,200,,200,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,https://www.amny.com/news/politics/trump-protest-wall-street-1.16258371,,,,,,,
Oakland ,ldiers & Sailors Memorial Hall and Museum,PA,US,2018-01-19,hundreds,200,,200,,,general protestors,Rally for school choice education,0,,Rally,0,0,0,0,1,1,http://www.post-gazette.com/news/education/2018/01/19/Hundreds-to-attend-school-choice-rally-in-Oakland-pittsburgh/stories/201801190133,,,,,,,
Parma,Monument for the Unborn at Holy Spirit Cemetary,OH,US,2018-01-19,,,,,,,Byzantine Catholic Cultural Center,Protesting abortion,2,,March,,,,,1,1,http://www.ohiolife.org/parma_march_for_life_2018,,,,,,,
Portland,Downtown,OR,US,2018-01-19,,,,,,,general protestors,Rallying for renter's rights,0,,rally,0,0,0,0,1,1,http://katu.com/news/local/tenants-rally-for-rights-in-downtown-portland,,,,,,,
Racine,City Hall,WI,US,2018-01-19,about 200 to 250,200,,250,,,general protestors,Protesting police shooting of local man,0,,protest,0,0,0,0,1,1,http://journaltimes.com/news/local/crime-and-courts/racine-police-protest-of-about-ends-no-violence/article_89aa3d89-0506-57cf-9c60-def6599869e6.html,,,,,,,
Rochester,University of Rochester,NY,US,2018-01-19,Dozens,24,,24,,,Students,Protesting sexual assault,1,,protest,0,0,0,0,1,1,http://13wham.com/news/local/holding-the-u-of-r-accountable-students-hold-protest-on-campus,,,,,,,
San Diego,City Heights Performance Annex,CA,US,2018-01-19,,,,,,,Rise Club,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,http://www.kpbs.org/news/2018/jan/19/city-heights-rally-supports-young-immigrants-right/,,,,,,,
Tacoma,Northwest Detention Center,WA,US,2018-01-19,Photo: dozens,24,,24,,,general protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,http://komonews.com/news/local/protesters-march-through-tacoma-calling-for-daca-extension,,,,,,,
Terre Haute,Saint Patrick School,IN,US,2018-01-19,,,,,,,general protestors,Rallying behind peaceful protest,0,,rally,0,0,0,0,1,1,http://www.wthitv.com/content/news/Students-participate-in-lesson-on-Peaceful-Protest-470196053.html,,,,,,,
Vancouver,Clark County Courthouse,WA,US,2018-01-19,,,,,,,Clark County Right to Life,Protesting abortion,2,,March,,,,,1,1,http://clarkrtl.org/home.aspx,,,,,,,
Washington,Offices of Senator Mitch McConnell,DC,US,2018-01-19,FB: 9,9,,9,,,Rev. Patrick Mahoney,Protesting abortion,2,,Protest,0,0,0,0,1,1,https://www.facebook.com/events/183744268879499/,,,,,,,
Washington,Capital One Arena,DC,US,2018-01-19,,,,,,,Youth Rally and Mass for Life,Protesting abortion,2,,protest,0,0,0,0,0,1,https://www.facebook.com/events/1602615336462624/,,,,,,,
Washington,Cathedral of St. Matthew,DC,US,2018-01-19,FB: 27,27,,27,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,0,1,https://www.facebook.com/events/304615803392435/,,,,,,,
Washington,Washington Monument,DC,US,2018-01-19,thousands,2000,,2000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,0,1,https://www.washingtonpost.com/news/acts-of-faith/wp/2018/01/19/antiabortion-activists-gather-on-the-mall-for-the-march-for-life-today/?utm_term=.520d4696d63e,,,Addressed by Pres Trump,,,,
Washington,Senate Building,DC,US,2018-01-19,more than a hundred,100,,100,,,general protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,0,1,http://www.foxnews.com/politics/2018/01/19/government-shutdown-looms-as-democrats-stand-firm-on-daca-demands.html,,,,,,,
Washington,U.S. Supreme Court,DC,US,2018-01-19,hundreds of thousands,200000,,200000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,0,1,http://www.wmdt.com/news/maryland/locals-rally-in-dc-for-march-for-life/688222060,,,,,,,
West Chester,Offices of Rep. Ryan Costello,PA,US,2018-01-19,FB: 7,7,,7,,,Concerned Constituent Action Group,Rally for a clean DREAM Act,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/2009563509255904/,,,,,,,
Anchorage,,AK,US,2018-01-20,FB:1,1,,1,,,general protestors,Protesting Trump,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/378990599189246/,,,,,,,
Anchorage,Delaney Park Strip,AK,US,2018-01-20,,,,,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,0,1,http://www.ktuu.com/content/news/Knights-of-Columbus-gather-for-pro-life-issues-470344613.html,,,,,,,
Ashland,Highway 2,WI,US,2018-01-20,about a dozen,12,,12,,,general protestors; victims family,Protesting the non-criminal charge of Ashland sherrif,0,,Protest,0,0,0,0,1,1,http://www.apg-wi.com/spooner_advocate/free/family-bad-river-tribal-members-protest-lack-of-charges-in/article_c53ca73c-febe-11e7-b3e2-833f3c259efc.html,,,,,,,
Austin,City Hall,TX,US,2018-01-20,FB: 22,22,,22,,,Texas Patriot Network,Rallying for Trump,2,,rally,0,0,0,0,1,1,https://www.facebook.com/events/140663976634811/,,,,,,,
Austin,City Hall,TX,US,2018-01-20,hundreds,200,,200,,,Unofficial: Anonymous,pro-impeachment; Protesting Trump administration,1,,protest,1,0,0,0,0,1,https://www.facebook.com/events/137346097044611/,http://www.statesman.com/news/local/the-latest-activist-alexei-wood-arrested-austin-anti-trump-rally/kjm7mztEFHvsqD8wIKZS3N/,,,,,,
Austin,Capitol,TX,US,2018-01-20,,,,,,,,Rallying for reproductive rights,1,,rally,0,0,0,0,0,1,https://www.facebook.com/events/322881921517712/,,,,,,,
Baton Rogue,Louisiana State Capitol,LA,US,2018-01-20,FB: 73,73,,73,,,Louisiana Right to Life Federation,Protesting abortion,2,,March,0,0,0,0,1,1,https://www.facebook.com/events/175056023075932/,,,,,,,
Chewelah,City Park,WA,US,2018-01-20,,,,,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,http://chewelahindependent.com/chewelahs-march-life-showcases-pro-life-side-along-highway-395/,,,,,,,
Cincinnati,downtown,OH,US,2018-01-20,nearly 1000,1000,,1000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/thousands-of-activists-march-for-different-causes-downtown,,,,,,,
Dallas,City Hall,TX,US,2018-01-20,more than 4500,4500,,4500,,,Next Generation Action Network,impeach Trump; Protesting Trump administration,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/315156625647765/,http://www.latimes.com/nation/la-na-womens-march-20180120-story.html#nt=oft12aH-1la1,,,,,,
Denver,Planned Parenthood-Denver Stapleton Health Center,CO,US,2018-01-20,approximately 120,120,,120,,,Planned Parenthood-Denver Stapleton Health Center,Anti-Abortion March For Life,2,,Protest,0,0,0,0,0,1,https://www.denverpost.com/2018/01/20/planned-parenthood-denver-stapleton-protest/,,,,,,,
Elgin,Hemmens Cultural Center,IL,US,2018-01-20,about 800,800,,800,,,general protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/elgin-courier-news/news/ct-ecn-elgin-unity-walk-st-0125-20180122-story.html,,,,,,,
Everett,10th Street Boat Launch to outside the Snohomish County Courthouse,WA,US,2018-01-20,about 150,150,,150,,,general protestors,March to Impeach,1,,march; rally,0,0,0,0,1,1,http://www.heraldnet.com/news/everett-events-part-of-national-march-to-impeach/,https://www.facebook.com/events/101123854018743/,http://www.heraldnet.com/news/everett-marchers-theres-too-much-to-protest-for-one-sign/,,,,,
Fresno,Fresno State university,CA,US,2018-01-20,about 100,100,,100,,,Associated Students Inc.,Rallying against drug addiction,0,,rally,0,0,0,0,1,1,http://collegian.csufresno.edu/2018/01/21/campus-rallies-for-drug-awareness/,,,,,,,
Grand Junction,downtown,CO,US,2018-01-20,nearly 150,150,,150,,,general protestors,Anti-Abortion March For Life,2,,march,0,0,0,0,1,1,http://www.mcrtl.net/latest-newsletter1,,,,,,,
Jefferson City,State Capitol,MO,US,2018-01-20,roughly 100; more than 200,100,,200,,,Republican Leadership Initiative,pro-Trump,2,,rally,0,0,0,0,1,1,http://www.maryvilledailyforum.com/news/state_news/article_cc9f5425-f578-537e-a6cf-765166901442.html,http://www.newsobserver.com/news/business/article195866419.html,,,,,,
Lafayette,UL Campus,LA,US,2018-01-20,,,,,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,http://www.theadvertiser.com/story/news/local/2018/01/20/acadiana-citizens-gather-pro-life-rally-march/1051380001/,,,,,,,
Little Rock,Robinson Center,AR,US,2018-01-20,FB: 7,7,,7,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1671457329788617/,,,,,,,
Little Rock,State Capitol,AR,US,2018-01-20,hundreds,200,,200,,,Arkansas Coalition for Reproductive Justice,Rallying for reproductive rights,1,,rally,0,0,0,0,0,1,http://www.arkansasonline.com/news/2018/jan/20/new-reproductive-rights-rally-brings-hundreds-stat/,,,,,,,
Los Angeles,LA Historic Park,CA,US,2018-01-20,estimated 15000; about 35000,15000,,35000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,https://www.dailynews.com/2018/01/20/4th-annual-onelife-la-event-to-be-held-in-l-a/,http://www.kolotv.com/content/news/Anti-abortion-rally-draws-35000-in-Los-Angeles-470313993.html,,,,,,
McAllen,,TX,US,2018-01-20,,,,,,,general protestors,Protesting abortion,2,,rally,0,0,0,0,1,1,http://www.themonitor.com/news/local/article_674c4e5e-fe53-11e7-ab16-b79415e51f6e.html,,,,,,,
McAllen,,TX,US,2018-01-20,,,,,,,general protestors,pro-choice,1,,rally,0,0,0,0,0,1,http://www.themonitor.com/news/local/article_674c4e5e-fe53-11e7-ab16-b79415e51f6e.html,,,,,,,
Minneapolis,May Day Plaza,MN,US,2018-01-20,FB: 84,84,,84,,,Anti-War Committee,Protesting Trump administration,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1135311796572226/,http://www.fightbacknews.org/2018/1/2/jan-20-protest-demand-trump-out-now-no-wars-no-muslim-ban,,,,,,
New Orleans,City Park,LA,US,2018-01-20,,,,,,,general protestors,Protesting Trump administration,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1689427111130104/,,,,,,,
New York,5th Ave. New York Public Library,NY,US,2018-01-20,FB: 279,279,,279,,,general protestors,Rallying the arts for social justice,0,,rally,0,0,0,0,0,1,https://www.facebook.com/events/792210337642190/,,,,,,,
Oshkosh,Main St.,WI,US,2018-01-20,about 40,40,,40,,,Action Oshkosh,Protesting Trump administration,1,,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/1/23/oshkosh-wi-protest-marks-one-year-trump,,,,,,,
Palm Beach,Ocean Dr.,FL,US,2018-01-20,FB: 619,619,,619,,,Pop Up Protest South Florida,Protesting Trump administration; pro-impeachment,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/271826620008400/,,,,,,,
Palm Beach,Ocean Dr.,FL,US,2018-01-20,hundreds,200,,200,,,general protestors,Rallying for Trump,2,,rally,0,0,0,0,0,1,http://www.sun-sentinel.com/news/politics/fl-reg-trump-anniversary-march-20180119-story.html,,,,,,,
Phoenix,Chavez Memorial Plaza,AZ,US,2018-01-20,FB: 200,200,,200,,,Arizona For Life,Protesting abortion,2,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1866783036968505/,https://www.azcentral.com/picture-gallery/news/local/phoenix/2018/01/20/2018-arizona-for-life-march-and-rally-in-phoenix/109644870/,,,,,,
Port Saint Lucie,19th Hole & Sandpiper Room,FL,US,2018-01-20,FB: 35,35,,3,,,general protestors,Rallying in support of Trump,2,,rally,0,0,0,0,1,1,https://www.facebook.com/events/690460801124993/,,,,,,,
Portland,Downtown Portland,OR,US,2018-01-20,more than 1000,1000,,1000,,,International League of People's Struggle (PDX); Direct Action Alliance,National March for Impeachment,1,,March,0,0,0,0,1,1,https://www.facebook.com/events/707050696171335/?active_tab=about,http://www.kgw.com/article/news/local/demonstrators-march-in-portland-on-anniversary-of-trump-inauguration/283-509625811,,,,,,
Portland,Pioneer Courthouse Square,OR,US,2018-01-20,hundreds,200,,200,,,general protestors,MeToo March; against sexual violence,1,,march,0,0,0,0,0,1,http://www.kgw.com/article/news/local/demonstrators-march-in-portland-on-anniversary-of-trump-inauguration/283-509625811,,,,,,,
Portland,Southeast Foster Rd.,OR,US,2018-01-20,roughly 40,40,,40,,,Lents Neighborhood Livability,Protesting potential area homeless shelter,0,,protest,0,0,0,0,0,1,http://www.wweek.com/news/2018/01/22/protesters-face-off-along-a-portland-road-with-very-different-views-on-whether-a-homeless-shelter-is-welcome-in-their-backyard/,,,,,,,
Portland,Southeast Foster Rd.,OR,US,2018-01-20,about 60,60,,60,,,general protestors,"Counter-protest, rallying in support of homeless shelter",0,,protest,0,0,0,0,0,1,http://www.wweek.com/news/2018/01/22/protesters-face-off-along-a-portland-road-with-very-different-views-on-whether-a-homeless-shelter-is-welcome-in-their-backyard/,,,,,,,
Pullman,Pine Street Plaza,WA,US,2018-01-20,a few doen,36,,36,,,general protestors,impeach Trump,1,,march,0,0,0,0,1,1,https://dailyevergreen.com/24890/news/local-protest-calls-out-gop-trump/,http://lmtribune.com/northwest/pullman-march/article_10faad5b-8f69-5d20-a67c-3365bfc560d2.html,,,,,,
Rapid City,Family Thrift Center; 855 Omaha St,SD,US,2018-01-20,,,,,,,United Urban Warrior Society,impeach Trump,1,,rally,,,,,0,1,http://www.rallylist.com/uuws-impeach-trump-now-rally-1-20-18/,https://www.facebook.com/events/150981948856940/,,,,,,
Richmond,Capitol Square,VA,US,2018-01-20,FB: 213,213,,213,,,Coalition for Justice,Rallying for prison reform,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/1678054945580799/,,,,,,,
San Diego,Balboa Park,CA,US,2018-01-20,Close to 5000,5000,,5000,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-me-walk-life-20180120-story.html,,,,,,,
Sarasota,Unconditional Surrender Statue,FL,US,2018-01-20,"actual attendance seemed higher than last year’s 12,000 attendees",12000,,12000,,,general protestors,March For Democracy,1,,March,0,0,0,0,1,1,https://www.facebook.com/events/552048808464414/,http://www.bradenton.com/news/local/article195760914.html,,,,,,
Salt Lake City,Downtown  ,UT,US,2018-01-20,about 200,200,,200,,,Utah Pro-Life,Anti-Abortion March For Life,2,,march,0,0,0,0,1,1,https://www.ksl.com/?sid=46242057&nid=148,,,,,,,
Spokane,Riverfront Park,WA,US,2018-01-20,about 500,500,,500,,,general protestors,Anti-Abortion March For Life,2,,March,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/jan/20/hundreds-turn-out-for-pro-life-march-in-downtown-s/#/0,,,,,,,
St. Paul,Ramsey County Law Enforcement Center,MN,UW,2018-01-20,,,,,,,Women's March,Rallying for immigrants rights,1,,rally,0,0,0,0,1,1,https://www.womensmarchmn.com/events-calendar/2018/1/20/march-no-human-being-is-illegal,,,,,,,
Summerville,,SC,US,2018-01-20,FB: 8 ,8,,8,,,Confederate,Rallying for confederate vlaues,2,,rally,0,0,0,0,1,1,https://www.facebook.com/events/306949026483714/,,,,,,,
Syracuse,Columbus Circle,NY,US,2018-01-20,more than 100,100,,100,,,Syracuse Right to Life Association,Protesting abortion,2,,protest,0,0,0,0,1,1,http://www.syracuse.com/news/index.ssf/2018/01/march_for_life_rally_draws_crowd_to_downtown_syracuse.html,,,,,,,
Ventura,Plaza Park,CA,US,2018-01-20,FB: 724,724,,724,,,Justice For All Ventura County,"Empower Voters, Activist, and the Community",1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/384588781998065/,,,,,,,
Washington,,DC,US,2018-01-20,FB: 24 ,24,,24,,,general protestors,Me Too March effort to end silence around sexual harrasment,1,,March,0,0,0,0,0,1,https://www.facebook.com/events/734729126711954/,,,,,,,
Washington,,DC,US,2018-01-20,,,,,,,general protestors,impeach Trump,1,,march,,,,,0,1,https://me.me/i/the-national-march-for-impeachment-january-20-2018-washington-dc-19565833,,,,,,,
West Orange,,NJ,US,2018-01-20,Photo: dozens,24,,24,,,general protestors,Protesting bear hunting,0,,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/essex/2018/01/20/north-jersey-protesters-say-no-essex-county-deer-hunts/1049839001/,,,,,,,
Wooster,Public Square,OH,US,2018-01-20,,1,,1,,,general counter-protestor ,support Trump & Pence,2,,protest,0,0,0,0,1,1,"onsit eyewitness, via email",,,,,,,
Youngstown,Outside Northeast Ohio Correctional Center,OH,US,2018-01-20,over 200,200,,200,,,general protestors,Protesting the custody of youngston resident by ICE,1,,protest,0,0,0,0,1,1,http://www.wfmj.com/story/37311221/second-protest-scheduled-after-ice-takes-businessman-into-custody,http://www.vindy.com/news/2018/jan/21/200-rally-adi-outside-private-prison-legislators-m/?nw,http://fox8.com/2018/01/21/kucinich-to-protest-deportation-of-youngstown-business-owner/,,,,,
Chicago,Trump Hotel,IL,US,2018-01-21,about 1000,1000,,1000,,,BLM Women of Faith,Protesting Trump administration,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1525403864205986/,http://www.chicagotribune.com/news/local/breaking/ct-trump-protest-downtown-met-20180121-story.html,http://loyolaphoenix.com/2018/01/protesters-rally-trump-one-year-inauguration/,,,,,
Dahlonega,Historic Square,GA,US,2018-01-21,FB: 30,30,,30,,,Indivisible Lumpkin,Protesting Trump Administration 1 year anniversary,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/1704377076281908/,,,,,,,
Danbury,Central Christian Church,CT,US,2018-01-21,,,,,,,General protestors,Vigil to support Joel Calindres; vigil against DACA repeal,1,,Vigil,0,0,0,0,1,1,https://www.newstimes.com/local/article/Dozens-support-New-Fairfield-man-fighting-12508103.php,,,,,,,
Danville,Main St.,VA,US,2018-01-21,about 70,70,,70,,,General protestors,Stop Killing March,1,,march,0,0,0,0,1,1,http://www.godanriver.com/news/danville/annual-march-brings-attention-to-growing-violence-in-danville/article_612d1da4-ff0d-11e7-9052-4f2b5dfefc0f.html,,,,,,,
Detroit,Cobo Center,MI,US,2018-01-21,hundreds,200,,200,,,United Auto Workers,Protesting closure of Fiat Chrysler facility,0,,Protest,0,0,0,0,1,1,https://www.freep.com/story/money/cars/detroit-auto-show/2018/01/17/union-plans-protest-outside-detroit-auto-show-over-fiat-chrysler-closure-toledo/1042267001/,http://www.13abc.com/content/news/Toledo-union-workers-travel-to-Detroit-rally-to-Keep-the-Fleet-470434413.html,http://www.detroitnews.com/story/business/autos/chrysler/2018/01/21/keep-fleet-toledo-uaw-drivers-urge-outside-auto-show/1052054001/,,,,,
Detroit,Office of Sen. Stabenaw,MI,US,2018-01-21,dozens,24,,24,,,General protestors,Rallying for DREAM Act,1,,rally,0,0,0,0,0,1,http://www.macombdaily.com/special-news-reports/20180122/daca-protest-gleans-attention-to-the-cause,,,,,,,
Holyoke,Holyoke Mall - outside Barnes and Nobles,MA,US,2018-01-21,FB: 9,9,,9,,,Western Mass. Animal Rights Advocates,Fur/down protest,0,,Protest,0,0,0,0,1,1,https://www.facebook.com/events/143640633003381/,,,,,,,
Houghton,Portage Lake Lift Bridge,MI,US,2018-01-21,,,,,,,General protestors,Protest abortion,2,,protest,0,0,0,0,1,1,http://www.mininggazette.com/news/2018/01/refreshed-resistance-local-womens-march-ii-shows-resolve-for-change/,,,,,,,
Knoxville,World's Fair Park,TN,US,2018-01-21,about 700,700,,700,,,Tennessee Right to Life,Protest abortion,2,,Protest; march,0,0,0,0,1,1,https://www.knoxnews.com/story/news/politics/2018/01/21/womens-march-pro-life-demonstration-could-crowd-downtown-knoxville-sunday/1048352001/,,,,,,,
Knoxville,Market Street,TN,US,2018-01-21,about 20,20,,20,,,Traditionalist Worker Party,Counter-protest to Knoxville Women's March,2,,Protest,0,0,0,0,0,1,https://www.knoxnews.com/story/news/politics/2018/01/21/womens-march-pro-life-demonstration-could-crowd-downtown-knoxville-sunday/1048352001/,https://www.greenvilleonline.com/story/news/nation-now/2018/01/17/protest-womens-march/1041106001/,https://www.knoxnews.com/story/news/local/2018/01/16/security-stepped-up-white-nationalists-plan-protest-knoxville-womens-march-sunday/1037228001/,,,,,
Little Rock,capitol,AR,US,2018-01-21,hundreds,200,,200,,,general protestors,Anti-Abortion March For Life,2,,march,0,0,0,0,1,1,http://ualrpublicradio.org/post/slideshow-march-pollsrally-reproductive-justice-arkansas,http://www.thv11.com/news/politics/pro-life-advocates-march-on-the-capitol/510134778,http://www.arkansasonline.com/photos/2018/jan/22/680557/,,,,,
Mankato,Riverfront Drive,MN,US,2018-01-21,about 10,10,,10,,,general protestors,Anti-Abortion ,2,,protest,0,0,0,0,1,1,http://www.mankatofreepress.com/news/anti-abortion-vigil-complements-national-marches/article_5b904426-fefd-11e7-b944-1b751e6a3cd6.html,,,,,,,
New York,,NY,US,2018-01-21,two dozen,24,,24,,,general protestors,Protesting subway congestion,0,,Protest,0,0,0,0,1,1,https://www.nytimes.com/2018/01/21/nyregion/congestion-pricing-protests.html,http://newyork.cbslocal.com/2018/01/21/weprin-congestion-pricing-protesters/,,,,,,
Sarasota,Five Points Park,FL,US,2018-01-21,about 200,200,,200,,,Answer Suncoast,Protesting Trump Administration 1 year anniversary,1,,protest,0,0,0,0,1,1,https://www.facebook.com/events/142115093176340/,http://www.heraldtribune.com/news/20180121/protesters-march-against-racism-war-and-bigotry,,,,,,
Sarasota,Sarasota Bayfront,FL,US,2018-01-21,,,,,,,general protestors,pro-Trump,2,,rally,0,0,0,0,0,1,http://wfla.com/2018/01/21/pro-trump-rally-held-in-sarasota/,,,,,,,
Sweet Home,Highway 20,OK,US,2018-01-21,several dozen,24,,24,,,general protestors,Protesting abortion,2,,protest,0,0,0,0,1,1,http://democratherald.com/news/several-gather-in-sweet-home-for-pro-life-vigil/article_8974b2fc-7afe-543c-9179-3ec485edd0bb.html,,,,,,,
Washington,Upper Senate Park,DC,US,2018-01-21,,,,,,,United We Dream,Vigil for passage of Dream act,1,,vigil,0,0,0,0,1,1,https://m.facebook.com/events/153630005418953/,,,,,,,
